431	напряжении	напряжение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	434	obl	_	@vjus1978f-words#@vjus1978f#201.938#202.181
432	а	а	CCONJ	_	_	434	cc	_	@vjus1978f-words#@vjus1978f#202.363#202.536
433	тут	тут	ADV	_	Degree=Pos	434	advmod	_	@vjus1978f-words#@vjus1978f#202.536#202.709
434	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	448	parataxis	_	@vjus1978f-words#@vjus1978f#202.709#202.882
435	какая	какой	DET	_	Case=Nom|Gender=Fem|Number=Sing	436	det	_	@vjus1978f-words#@vjus1978f#202.882#203.055
436	штука	штука	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	434	nsubj	_	@vjus1978f-words#@vjus1978f#203.055#203.228
437	/	/	PUNCT	_	_	434	punct	_	@vjus1978f-words#@vjus1978f#203.228#203.401
438	если	если	SCONJ	_	_	440	mark	_	@vjus1978f-words#@vjus1978f#203.401#203.574
439	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	440	nsubj	_	@vjus1978f-words#@vjus1978f#203.574#203.747
440	живёшь	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	448	advcl	_	@vjus1978f-words#@vjus1978f#203.747#203.92
441	в	в	ADP	_	_	442	case	_	@vjus1978f-words#@vjus1978f#203.92#204.093
442	Америке	Америка	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	440	obl	_	@vjus1978f-words#@vjus1978f#204.093#204.272
443	то	то	SCONJ	_	_	448	mark	_	@vjus1978f-words#@vjus1978f#204.545#204.808
444	да	да	PART	_	_	448	parataxis	_	@vjus1978f-words#@vjus1978f#204.808#205.071
445	/	/	PUNCT	_	_	444	punct	_	@vjus1978f-words#@vjus1978f#205.071#205.334
446	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	448	nsubj	_	@vjus1978f-words#@vjus1978f#205.334#205.597
447	постоянный	постоянный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	448	amod	_	@vjus1978f-words#@vjus1978f#205.597#205.86
448	стресс	стресс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	424	parataxis	_	@vjus1978f-words#@vjus1978f#205.86#206.123
449	/	/	PUNCT	_	_	450	punct	_	@vjus1978f-words#@vjus1978f#206.123#206.386
450	там	там	ADV	_	Degree=Pos	453	parataxis	_	@vjus1978f-words#@vjus1978f#206.386#206.649
451	очень	очень	ADV	_	Degree=Pos	452	obl	_	@vjus1978f-words#@vjus1978f#206.649#206.912
452	дорогая	дорогой	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	453	amod	_	@vjus1978f-words#@vjus1978f#206.912#207.175
453	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	448	nmod	_	@vjus1978f-words#@vjus1978f#207.175#207.438
454	/	/	PUNCT	_	_	459	punct	_	@vjus1978f-words#@vjus1978f#207.438#207.701
455	но	но	CCONJ	_	_	459	cc	_	@vjus1978f-words#@vjus1978f#207.701#207.964
456	если	если	SCONJ	_	_	458	mark	_	@vjus1978f-words#@vjus1978f#207.964#208.227
457	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	458	nsubj	_	@vjus1978f-words#@vjus1978f#208.227#208.49
458	живёшь	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	459	advcl	_	@vjus1978f-words#@vjus1978f#208.49#208.753
459	допустим	допустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	463	parataxis	_	@vjus1978f-words#@vjus1978f#208.753#209.016
460	в	в	ADP	_	_	461	case	_	@vjus1978f-words#@vjus1978f#209.016#209.279
461	Мексике	Мексика	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	459	obl	_	@vjus1978f-words#@vjus1978f#209.279#209.542
462	/	/	PUNCT	_	_	459	punct	_	@vjus1978f-words#@vjus1978f#209.542#209.805
463	ааа	ааа	INTJ	_	_	448	nmod	_	@vjus1978f-words#@vjus1978f#209.805#210.068
464	/	/	PUNCT	_	_	467	punct	_	@vjus1978f-words#@vjus1978f#210.068#210.331
465	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	467	det	_	@vjus1978f-words#@vjus1978f#210.331#210.594
466	дауншифтерская	дауншифтерский	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	467	amod	_	@vjus1978f-words#@vjus1978f#210.594#210.857
467	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	477	nsubj	_	@vjus1978f-words#@vjus1978f#210.857#211.12
468	да	да	PART	_	_	477	cc	_	@vjus1978f-words#@vjus1978f#211.12#211.383
469	/	/	PUNCT	_	_	471	punct	_	@vjus1978f-words#@vjus1978f#211.383#211.646
470	или	или	CCONJ	_	_	471	cc	_	@vjus1978f-words#@vjus1978f#211.646#211.909
471	где-то	где-то	ADV	_	Degree=Pos	477	parataxis	_	@vjus1978f-words#@vjus1978f#211.909#212.172
472	там	там	ADV	_	Degree=Pos	471	advmod	_	@vjus1978f-words#@vjus1978f#212.172#212.435
473	в	в	ADP	_	_	474	case	_	@vjus1978f-words#@vjus1978f#212.435#212.698
474	Азии	Азия	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	471	obl	_	@vjus1978f-words#@vjus1978f#212.698#212.961
475	/	/	PUNCT	_	_	471	punct	_	@vjus1978f-words#@vjus1978f#212.961#213.224
476	там	там	ADV	_	Degree=Pos	477	advmod	_	@vjus1978f-words#@vjus1978f#213.224#213.487
477	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	448	conj	_	@vjus1978f-words#@vjus1978f#213.487#213.75
478	и	и	CCONJ	_	_	479	cc	_	@vjus1978f-words#@vjus1978f#213.75#214.013
479	расслабиться	расслабиться	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	477	conj	_	@vjus1978f-words#@vjus1978f#214.013#214.276
480	/	/	PUNCT	_	_	483	punct	_	@vjus1978f-words#@vjus1978f#214.276#214.539
481	потому	потому	ADV	_	Degree=Pos	483	mark	_	@vjus1978f-words#@vjus1978f#214.539#214.802
482	что	что	SCONJ	_	_	481	fixed	_	@vjus1978f-words#@vjus1978f#214.802#215.065
483	достаточно	достаточно	ADV	_	Degree=Pos	479	advcl	_	@vjus1978f-words#@vjus1978f#215.065#215.328
484	/	/	PUNCT	_	_	487	punct	_	@vjus1978f-words#@vjus1978f#215.328#215.591
485	н...	немного	ADV	_	_	487	iobj	_	@vjus1978f-words#@vjus1978f#215.591#215.854
486	немного	немного	ADV	_	Degree=Pos	487	advmod	_	@vjus1978f-words#@vjus1978f#215.854#216.117
487	надо	надо	ADV	_	Degree=Pos	483	parataxis	_	@vjus1978f-words#@vjus1978f#216.117#216.38
488	/	/	PUNCT	_	_	491	punct	_	@vjus1978f-words#@vjus1978f#216.38#216.643
489	чтобы	чтобы	SCONJ	_	Mood=Cnd	491	mark	_	@vjus1978f-words#@vjus1978f#216.643#216.906
490	прекрасно	прекрасно	ADV	_	Degree=Pos	491	advmod	_	@vjus1978f-words#@vjus1978f#216.906#217.169
491	жить	жить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	487	advcl	_	@vjus1978f-words#@vjus1978f#217.169#217.432
492	к	к	ADP	_	_	493	case	_	@vjus1978f-words#@vjus1978f#217.432#217.695
493	примеру	пример	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	500	parataxis	_	@vjus1978f-words#@vjus1978f#217.695#217.958
494	да	да	PART	_	_	500	parataxis	_	@vjus1978f-words#@vjus1978f#217.958#218.221
495	/	/	PUNCT	_	_	494	punct	_	@vjus1978f-words#@vjus1978f#218.221#218.484
496	в	в	ADP	_	_	497	case	_	@vjus1978f-words#@vjus1978f#218.484#218.747
497	Майами	Майами	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	500	obl	_	@vjus1978f-words#@vjus1978f#218.747#219.01
498	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	500	nsubj	_	@vjus1978f-words#@vjus1978f#219.01#219.273
499	намного	намного	ADV	_	Degree=Pos	500	advmod	_	@vjus1978f-words#@vjus1978f#219.273#219.536
500	дороже	дорогой	ADJ	_	Degree=Cmp	491	conj	_	@vjus1978f-words#@vjus1978f#219.536#219.818
501	Андрей	Андрей	PROPN	_	Animacy=Anim|Case=Voc|Gender=Masc|Number=Sing	503	parataxis	_	@vjus1978f-words#@vjus1978f#220.909#221.25
502	/	/	PUNCT	_	_	501	punct	_	@vjus1978f-words#@vjus1978f#221.25#221.591
503	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	500	advmod	_	@vjus1978f-words#@vjus1978f#221.591#221.932
504	ещё	еще	ADV	_	Degree=Pos	506	obl	_	@vjus1978f-words#@vjus1978f#221.932#222.273
505	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	506	det	_	@vjus1978f-words#@vjus1978f#222.273#222.614
506	фишка	фишка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	503	nsubj	_	@vjus1978f-words#@vjus1978f#222.614#222.955
507	/	/	PUNCT	_	_	509	punct	_	@vjus1978f-words#@vjus1978f#222.955#223.296
508	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	509	nsubj	_	@vjus1978f-words#@vjus1978f#223.296#223.637
509	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	513	parataxis	_	@vjus1978f-words#@vjus1978f#223.637#223.978
510	/	/	PUNCT	_	_	509	punct	_	@vjus1978f-words#@vjus1978f#223.978#224.319
511	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	513	nsubj	_	@vjus1978f-words#@vjus1978f#224.319#224.66
512	щас	сейчас	ADV	_	Degree=Pos	513	advmod	_	@vjus1978f-words#@vjus1978f#224.66#225.001
513	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	503	fixed	_	@vjus1978f-words#@vjus1978f#225.001#225.342
514	ругаться	ругаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	523	xcomp	_	@vjus1978f-words#@vjus1978f#225.342#225.683
515	будешь	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	523	aux	_	@vjus1978f-words#@vjus1978f#225.683#226.024
516	на	на	ADP	_	_	517	case	_	@vjus1978f-words#@vjus1978f#226.024#226.365
517	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	523	obl	_	@vjus1978f-words#@vjus1978f#226.365#226.706
518	/	/	PUNCT	_	_	519	punct	_	@vjus1978f-words#@vjus1978f#226.706#227.047
519	ааа	ааа	INTJ	_	_	517	nmod	_	@vjus1978f-words#@vjus1978f#227.047#227.388
520	/	/	PUNCT	_	_	521	punct	_	@vjus1978f-words#@vjus1978f#227.388#227.729
521	#смеется#	#смеется#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	519	nmod	_	@vjus1978f-words#@vjus1978f#227.729#228.09
522	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	523	nsubj	_	@vjus1978f-words#@vjus1978f#228.266#228.552
523	скажу	сказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	513	conj	_	@vjus1978f-words#@vjus1978f#228.552#228.838
524	/	/	PUNCT	_	_	523	punct	_	@vjus1978f-words#@vjus1978f#228.838#229.124
525	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	527	discourse	_	@vjus1978f-words#@vjus1978f#229.124#229.41
526	/	/	PUNCT	_	_	525	punct	_	@vjus1978f-words#@vjus1978f#229.41#229.696
527	ааа	ааа	INTJ	_	_	523	obl	_	@vjus1978f-words#@vjus1978f#229.696#229.982
528	/	/	PUNCT	_	_	533	punct	_	@vjus1978f-words#@vjus1978f#229.982#230.268
529	несколько	несколько	NUM	_	Animacy=Inan|Case=Acc	530	nummod:gov	_	@vjus1978f-words#@vjus1978f#230.268#230.554
530	дней	день	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	533	obl	_	@vjus1978f-words#@vjus1978f#230.554#230.84
531	назад	назад	ADV	_	Degree=Pos	530	advmod	_	@vjus1978f-words#@vjus1978f#230.84#231.126
532	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	533	nsubj	_	@vjus1978f-words#@vjus1978f#231.126#231.412
533	встречалась	встречаться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	527	acl:relcl	_	@vjus1978f-words#@vjus1978f#231.412#231.698
534	с	с	ADP	_	_	535	case	_	@vjus1978f-words#@vjus1978f#231.698#231.984
535	Владом	Влад	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	533	obl	_	@vjus1978f-words#@vjus1978f#231.984#232.27
536	/	/	PUNCT	_	_	539	punct	_	@vjus1978f-words#@vjus1978f#232.27#232.556
537	и	и	CCONJ	_	_	539	cc	_	@vjus1978f-words#@vjus1978f#232.556#232.842
538	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	539	nsubj	_	@vjus1978f-words#@vjus1978f#232.842#233.128
539	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	533	conj	_	@vjus1978f-words#@vjus1978f#233.128#233.414
540	о	о	ADP	_	_	541	case	_	@vjus1978f-words#@vjus1978f#233.414#233.7
541	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	539	obl	_	@vjus1978f-words#@vjus1978f#233.7#233.999
542	да	да	PART	_	_	539	advmod	_	@vjus1978f-words#@vjus1978f#236.09#236.329
543	/	/	PUNCT	_	_	545	punct	_	@vjus1978f-words#@vjus1978f#236.329#236.568
544	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	545	nsubj	_	@vjus1978f-words#@vjus1978f#236.568#236.807
545	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	539	ccomp	_	@vjus1978f-words#@vjus1978f#236.807#237.046
546	о	о	ADP	_	_	547	case	_	@vjus1978f-words#@vjus1978f#237.046#237.285
547	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	545	obl	_	@vjus1978f-words#@vjus1978f#237.285#237.526
548	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	549	det	_	@vjus1978f-words#@vjus1978f#238.363#238.601
549	тема	тема	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	545	obl	_	@vjus1978f-words#@vjus1978f#238.601#238.839
550	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	545	cop	_	@vjus1978f-words#@vjus1978f#238.839#239.077
551	для	для	ADP	_	_	552	case	_	@vjus1978f-words#@vjus1978f#239.077#239.315
552	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	545	obl	_	@vjus1978f-words#@vjus1978f#239.315#239.553
553	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	557	det	_	@vjus1978f-words#@vjus1978f#239.553#239.791
554	ну	ну	PART	_	_	557	parataxis	_	@vjus1978f-words#@vjus1978f#239.791#240.029
555	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	557	nsubj	_	@vjus1978f-words#@vjus1978f#240.029#240.267
556	так	так	ADV	_	Degree=Pos	557	advmod	_	@vjus1978f-words#@vjus1978f#240.267#240.505
557	поняла	понять	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	545	conj	_	@vjus1978f-words#@vjus1978f#240.505#240.743
558	для	для	ADP	_	_	559	case	_	@vjus1978f-words#@vjus1978f#240.743#240.981
559	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	557	obl	_	@vjus1978f-words#@vjus1978f#240.981#241.219
560	болезненная	болезненный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	569	mark	_	@vjus1978f-words#@vjus1978f#241.219#241.457
561	как	как	ADV	_	Degree=Pos	563	advmod	_	@vjus1978f-words#@vjus1978f#241.457#241.695
562	бы	бы	PART	_	_	561	fixed	_	@vjus1978f-words#@vjus1978f#241.695#241.933
563	да	да	PART	_	_	569	advmod	_	@vjus1978f-words#@vjus1978f#241.933#242.181
564	и	и	PART	_	_	563	advmod	_	@vjus1978f-words#@vjus1978f#242.909#243.186
565	/	/	PUNCT	_	_	563	punct	_	@vjus1978f-words#@vjus1978f#243.186#243.463
566	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	569	nsubj	_	@vjus1978f-words#@vjus1978f#243.463#243.74
567	/	/	PUNCT	_	_	569	punct	_	@vjus1978f-words#@vjus1978f#243.74#244.017
568	поскольку	поскольку	SCONJ	_	_	569	mark	_	@vjus1978f-words#@vjus1978f#244.017#244.294
569	являюсь	являться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	557	advcl	_	@vjus1978f-words#@vjus1978f#244.294#244.571
570	психологом	психолог	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	569	obl	_	@vjus1978f-words#@vjus1978f#244.571#244.848
571	/	/	PUNCT	_	_	575	punct	_	@vjus1978f-words#@vjus1978f#244.848#245.125
572	и	и	CCONJ	_	_	575	cc	_	@vjus1978f-words#@vjus1978f#245.125#245.402
573	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	575	nsubj	_	@vjus1978f-words#@vjus1978f#245.402#245.679
574	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	575	obj	_	@vjus1978f-words#@vjus1978f#245.679#245.956
575	люблю	любить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	569	conj	_	@vjus1978f-words#@vjus1978f#245.956#246.233
576	обоих	оба	NUM	_	Animacy=Anim|Case=Acc|Gender=Masc	575	nummod:gov	_	@vjus1978f-words#@vjus1978f#246.233#246.51
577	/	/	PUNCT	_	_	578	punct	_	@vjus1978f-words#@vjus1978f#246.51#246.787
578	являюсь	являться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	635	conj	_	@vjus1978f-words#@vjus1978f#246.787#247.064
579	таким	такой	DET	_	Case=Ins|Gender=Neut|Number=Sing	581	det	_	@vjus1978f-words#@vjus1978f#247.064#247.341
580	промежуточным	промежуточный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	581	amod	_	@vjus1978f-words#@vjus1978f#247.341#247.618
581	звеном	звено	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	578	obl	_	@vjus1978f-words#@vjus1978f#247.618#247.895
582	/	/	PUNCT	_	_	583	punct	_	@vjus1978f-words#@vjus1978f#247.895#248.172
583	да	да	PART	_	_	578	parataxis	_	@vjus1978f-words#@vjus1978f#248.172#248.449
584	?	?	PUNCT	_	_	578	punct	_	@vjus1978f-words#@vjus1978f#248.449#248.727
585	но	но	CCONJ	_	_	589	cc	_	@vjus1978f-words#@vjus1978f#249.545#249.831
586	ведь	ведь	PART	_	_	589	advmod	_	@vjus1978f-words#@vjus1978f#249.831#250.117
587	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	589	nsubj	_	@vjus1978f-words#@vjus1978f#250.117#250.403
588	же	же	PART	_	_	587	advmod	_	@vjus1978f-words#@vjus1978f#250.403#250.689
589	младше	младший	ADJ	_	Degree=Cmp	578	conj	_	@vjus1978f-words#@vjus1978f#250.689#250.975
590	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	610	nmod	_	@vjus1978f-words#@vjus1978f#250.975#251.261
591	/	/	PUNCT	_	_	594	punct	_	@vjus1978f-words#@vjus1978f#251.261#251.547
592	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	594	nsubj	_	@vjus1978f-words#@vjus1978f#251.547#251.833
593	же	же	PART	_	_	592	advmod	_	@vjus1978f-words#@vjus1978f#251.833#252.119
594	ребёнок	ребёнок	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	610	parataxis	_	@vjus1978f-words#@vjus1978f#252.119#252.405
595	/	/	PUNCT	_	_	594	punct	_	@vjus1978f-words#@vjus1978f#252.405#252.691
596	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	610	nsubj	_	@vjus1978f-words#@vjus1978f#252.691#252.977
597	его	он	PRON	_	Case=Acc|Gender=Masc|Number=Sing|Person=3	610	nmod	_	@vjus1978f-words#@vjus1978f#252.977#253.263
598	старше	старший	ADJ	_	Degree=Cmp	610	obl	_	@vjus1978f-words#@vjus1978f#253.263#253.549
599	/	/	PUNCT	_	_	600	punct	_	@vjus1978f-words#@vjus1978f#253.549#253.835
600	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	610	nsubj	_	@vjus1978f-words#@vjus1978f#253.835#254.121
601	для	для	ADP	_	_	602	case	_	@vjus1978f-words#@vjus1978f#254.121#254.407
602	него	он	PRON	_	Case=Gen|Gender=Masc|Number=Sing|Person=3	610	nmod	_	@vjus1978f-words#@vjus1978f#254.407#254.693
603	как	как	SCONJ	_	_	604	mark	_	@vjus1978f-words#@vjus1978f#254.693#254.979
604	учитель	учитель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	610	parataxis	_	@vjus1978f-words#@vjus1978f#254.979#255.265
605	какой-то	какой-то	DET	_	Case=Nom|Gender=Masc|Number=Sing	604	det	_	@vjus1978f-words#@vjus1978f#255.265#255.551
606	/	/	PUNCT	_	_	604	punct	_	@vjus1978f-words#@vjus1978f#255.551#255.837
607	да	да	INTJ	_	_	610	cc	_	@vjus1978f-words#@vjus1978f#255.837#256.123
608	в	в	ADP	_	_	610	case	_	@vjus1978f-words#@vjus1978f#256.123#256.409
609	каком-то	какой-то	DET	_	Case=Loc|Gender=Masc|Number=Sing	610	det	_	@vjus1978f-words#@vjus1978f#256.409#256.695
610	смысле	смысл	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	589	obl	_	@vjus1978f-words#@vjus1978f#256.695#256.981
611	?	?	PUNCT	_	_	578	punct	_	@vjus1978f-words#@vjus1978f#256.981#257.272
612	а	а	INTJ	_	_	619	cc	_	@vjus1978f-words#@vjus1978f#260.999#261.372
613	а	а	CCONJ	_	_	619	cc	_	@vjus1978f-words#@vjus1978f#261.372#261.745
614	вот	вот	PART	_	_	617	advmod	_	@vjus1978f-words#@vjus1978f#261.745#262.118
615	по	по	ADP	_	_	617	case	_	@vjus1978f-words#@vjus1978f#262.118#262.491
616	своей	свой	DET	_	Case=Dat|Gender=Fem|Number=Sing	617	det	_	@vjus1978f-words#@vjus1978f#262.491#262.864
617	сути	суть	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	619	obl	_	@vjus1978f-words#@vjus1978f#262.864#263.237
618	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	619	nsubj	_	@vjus1978f-words#@vjus1978f#263.237#263.61
619	старше	старший	ADJ	_	Degree=Cmp	578	conj	_	@vjus1978f-words#@vjus1978f#263.61#263.983
620	/	/	PUNCT	_	_	621	punct	_	@vjus1978f-words#@vjus1978f#263.983#264.356
621	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	578	parataxis	_	@vjus1978f-words#@vjus1978f#264.356#264.729
622	?	?	PUNCT	_	_	621	punct	_	@vjus1978f-words#@vjus1978f#264.729#265.102
623	/	/	PUNCT	_	_	578	punct	_	@vjus1978f-words#@vjus1978f#265.102#265.475
624	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	578	nsubj	_	@vjus1978f-words#@vjus1978f#265.475#265.848
625	настолько	настолько	ADV	_	Degree=Pos	635	advmod	_	@vjus1978f-words#@vjus1978f#265.848#266.221
626	ребёнок	ребёнок	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	635	obj	_	@vjus1978f-words#@vjus1978f#266.221#266.6
627	хм	хм	INTJ	_	_	628	amod	_	@vjus1978f-words#@vjus1978f#266.866#266.966
628	хм	хм	INTJ	_	_	635	obl	_	@vjus1978f-words#@vjus1978f#266.966#267.066
629	понятно	понятно	ADV	_	Degree=Pos	635	advmod	_	@vjus1978f-words#@vjus1978f#267.6#268.4
630	ну	ну	PART	_	_	635	parataxis	_	@vjus1978f-words#@vjus1978f#268.666#268.902
631	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	635	nsubj	_	@vjus1978f-words#@vjus1978f#268.902#269.138
632	там	там	ADV	_	Degree=Pos	635	advmod	_	@vjus1978f-words#@vjus1978f#269.138#269.374
633	/	/	PUNCT	_	_	635	punct	_	@vjus1978f-words#@vjus1978f#269.374#269.61
634	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	635	nsubj	_	@vjus1978f-words#@vjus1978f#269.61#269.846
635	пыталась	пытаться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	576	conj	_	@vjus1978f-words#@vjus1978f#269.846#270.082
636	выяснить	выяснить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	635	xcomp	_	@vjus1978f-words#@vjus1978f#270.082#270.318
637	причину	причина	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	636	obj	_	@vjus1978f-words#@vjus1978f#270.318#270.554
638	/	/	PUNCT	_	_	645	punct	_	@vjus1978f-words#@vjus1978f#270.554#270.79
639	вашей	ваш	DET	_	Case=Dat|Gender=Fem|Number=Sing	645	det	_	@vjus1978f-words#@vjus1978f#270.79#271.026
640	/	/	PUNCT	_	_	639	punct	_	@vjus1978f-words#@vjus1978f#271.026#271.262
641	как	как	ADV	_	Degree=Pos	645	parataxis	_	@vjus1978f-words#@vjus1978f#271.262#271.498
642	бы	бы	PART	_	_	641	fixed	_	@vjus1978f-words#@vjus1978f#271.498#271.734
643	/	/	PUNCT	_	_	641	punct	_	@vjus1978f-words#@vjus1978f#271.734#271.97
644	вашего	ваш	DET	_	Case=Gen|Gender=Masc|Number=Sing	645	det	_	@vjus1978f-words#@vjus1978f#271.97#272.206
645	расхода	расход	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	637	nmod	_	@vjus1978f-words#@vjus1978f#272.206#272.442
646	/	/	PUNCT	_	_	650	punct	_	@vjus1978f-words#@vjus1978f#272.442#272.678
647	потому	потому	ADV	_	Degree=Pos	650	mark	_	@vjus1978f-words#@vjus1978f#272.678#272.914
648	что	что	SCONJ	_	_	647	fixed	_	@vjus1978f-words#@vjus1978f#272.914#273.15
